frequency_ghz,epsilon_r,epsilon_pp
0.5,20.177794999999996,2.203001265661925
0.6,20.129265999999998,2.00759840210515
0.7,20.079544999999996,1.8817996891069042
0.9,19.976982999999993,1.7503125408538052
1.0,19.924369999999993,1.722667477396407
2.0,19.37657,1.9518680252579044
2.5,19.110694999999993,2.955583149762682
3.5,18.666245,4.432407900350327
